DI,TradeValue,RealmType,Enclave,LivingQuarters,ParcelSize,ParcelSizeUnit,StructuralIntegrity,ExteriorCharm,Downpayment,LoanAmount,MonthlyPayment,AffordableDwelling
1903,79900.0,GnomeBurough,Petalbridge,921.0,5586.0,sqft,7,Common,15980.0,63920.0,305.1638568615181,1
1904,200000.0,GnomeBurough,Petalbridge,1601.0,11426.0,sqft,5,Common,40000.0,160000.0,763.8644727447262,0
1905,213750.0,Meadowlands,Verdantia,996.0,3840.0,sqft,6,Gleaming,42750.0,171000.0,816.380155245926,0
1906,180500.0,Meadowlands,Mossheart,1922.0,9600.0,sqft,5,Gleaming,36100.0,144400.0,689.3876866521153,1
1907,272500.0,Meadowlands,Sunspire,1413.0,11422.0,sqft,5,Gleaming,54500.0,218000.0,1040.7653441146895,0
1908,156500.0,Meadowlands,Emberfall,1513.0,9662.0,sqft,4,Common,31300.0,125200.0,597.7239499227481,1
1909,98300.0,Meadowlands,Dragonspire,806.0,7200.0,sqft,5,Common,19660.0,78640.0,375.43938835403287,1
1910,151000.0,Meadowlands,Dragonspire,810.0,9750.0,sqft,8,Common,30200.0,120800.0,576.7176769222682,1
1911,202500.0,Meadowlands,Nighthaven,1246.0,14145.0,sqft,7,Gleaming,40500.0,162000.0,773.4127786540352,0
1912,126000.0,Meadowlands,Crystalhollow,1333.0,10125.0,sqft,5,Common,25200.0,100800.0,481.23461782917747,1
1913,93000.0,GnomeBurough,Petalbridge,719.0,6000.0,sqft,4,Modest,18600.0,74400.0,355.19697982629765,1
1914,143000.0,Meadowlands,Crystalhollow,1255.0,25000.0,sqft,4,Common,28600.0,114400.0,546.1630980124793,1
1915,138500.0,Meadowlands,Dragonspire,698.0,12172.0,sqft,7,Common,27700.0,110800.0,528.9761473757229,1
1916,146000.0,Meadowlands,Brightforge,903.0,13072.0,sqft,5,Common,29200.0,116800.0,557.62106510365,1
1917,122000.0,GnomeBurough,Petalbridge,1018.0,3068.0,sqft,8,Common,24400.0,97600.0,465.9573283742829,1
1918,185900.0,Meadowlands,Dragonspire,1203.0,8800.0,sqft,7,Common,37180.0,148720.0,710.012027416223,1
1919,485000.0,Meadowlands,Silverglen,2415.0,13518.0,sqft,5,Enchanting,97000.0,388000.0,1852.3713464059608,0
1920,415000.0,Meadowlands,Shadowmere,2824.0,19800.0,sqft,8,Common,83000.0,332000.0,1585.0187809453068,0
1921,199500.0,Meadowlands,Thornfield,1237.0,12320.0,sqft,7,Common,39900.0,159600.0,761.9548115628643,0
1922,116.5,GnomeBurough,Stormwatch,659.0,0.07207,sqft,7,Common,23.3,93.2,0.44495105537380303,1
1923,240000.0,Meadowlands,Riverbend,1136.0,7380.0,sqft,5,Common,48000.0,192000.0,916.6373672936713,0
1924,79000.0,GnomeBurough,Petalbridge,1107.0,5000.0,sqft,4,Common,15800.0,63200.0,301.7264667341668,1
1925,200000.0,Meadowlands,Stormhold,2611.0,10896.0,sqft,7,Modest,40000.0,160000.0,763.8644727447262,0
1926,111000.0,GnomeBurough,Petalbridge,1046.0,4800.0,sqft,5,Common,22200.0,88800.0,423.944782373323,1
1927,190550.0,Meadowlands,Sunspire,1299.0,9543.0,sqft,5,Gleaming,38110.0,152440.0,727.7718764075378,1
1928,300000.0,Meadowlands,Thornfield,1266.0,3842.0,sqft,5,Gleaming,60000.0,240000.0,1145.7967091170892,0
1929,113000.0,GnomeBurough,Starfall,936.0,1890.0,sqft,5,Common,22600.0,90400.0,431.5834271007703,1
1930,126175.0,GnomeBurough,Petalbridge,894.0,5820.0,sqft,8,Common,25235.0,100940.0,481.9029992428291,1
1931,274970.0,Meadowlands,Shadowmere,1693.0,19690.0,sqft,7,Gleaming,54994.0,219976.0,1050.1990703530867,0
1932,229456.0,AetherIsles,Wyverncliff,1010.0,8640.0,sqft,5,Gleaming,45891.200000000004,183564.8,876.3664322905693,0
1933,124000.0,Meadowlands,Dragonspire,826.0,7450.0,sqft,5,Common,24800.0,99200.0,473.5959731017302,1
1934,188000.0,Meadowlands,Sunspire,1326.0,8924.0,sqft,5,Common,37600.0,150400.0,718.0326043800426,1
1935,310013.0,AetherIsles,Wyverncliff,1446.0,12217.0,sqft,5,Gleaming,62002.600000000006,248010.4,1184.039583945054,0
1936,325000.0,Meadowlands,Silverglen,1270.0,13173.0,sqft,5,Gleaming,65000.0,260000.0,1241.27976821018,0
1937,223000.0,AetherIsles,Wyverncliff,1376.0,10646.0,sqft,5,Common,44600.0,178400.0,851.7088871103697,0
1938,159950.0,Meadowlands,Dragonspire,835.0,13400.0,sqft,5,Common,31990.0,127960.0,610.9006120775947,1
1939,169000.0,GnomeBurough,Petalbridge,1549.0,9856.0,sqft,8,Gleaming,33800.0,135200.0,645.4654794692935,1
1940,127000.0,Meadowlands,Dragonspire,711.0,8540.0,sqft,8,Common,25400.0,101600.0,485.0539401929011,1
1941,117500.0,GnomeBurough,Petalbridge,664.0,9900.0,sqft,4,Common,23500.0,94000.0,448.7703777375266,1
1942,147110.0,AetherIsles,Wyverncliff,830.0,2403.0,sqft,5,Gleaming,29422.0,117688.0,561.8605129273833,1
1943,145000.0,Meadowlands,Sunspire,652.0,4426.0,sqft,5,Gleaming,29000.0,116000.0,553.8017427399265,1
1944,155000.0,Meadowlands,Dragonspire,867.0,8700.0,sqft,6,Common,31000.0,124000.0,591.9949663771628,1
1945,135000.0,GnomeBurough,Petalbridge,1068.0,3378.0,sqft,8,Common,27000.0,108000.0,515.6085191026901,1
1946,94000.0,Meadowlands,Dragonspire,673.0,7200.0,sqft,7,Common,18800.0,75200.0,359.0163021900213,1
1947,136500.0,Meadowlands,Shadowmere,664.0,11100.0,sqft,6,Common,27300.0,109200.0,521.3375026482755,1
1948,188000.0,Meadowlands,Verdantia,796.0,3640.0,sqft,5,Gleaming,37600.0,150400.0,718.0326043800426,1
1949,611657.0,Meadowlands,Silverglen,1818.0,12919.0,sqft,5,Enchanting,122331.40000000001,489325.6,2336.115259028105,0
1950,129000.0,Meadowlands,Dragonspire,664.0,7200.0,sqft,8,Common,25800.0,103200.0,492.6925849203483,1
1951,188500.0,Meadowlands,Duskwood,1101.0,7795.0,sqft,5,Gleaming,37700.0,150800.0,719.9422655619044,1
1952,139000.0,Meadowlands,Dragonspire,732.0,7350.0,sqft,7,Common,27800.0,111200.0,530.8858085575847,1
1953,116.0,Meadowlands,Shadowmere,961.0,0.08248,sqft,7,Common,23.200000000000003,92.8,0.44304139419194116,1
1954,269500.0,Meadowlands,Brightforge,2143.0,7976.0,sqft,5,Common,53900.0,215600.0,1029.3073770235185,0
1955,177000.0,AetherIsles,Wyverncliff,1209.0,2117.0,sqft,5,Gleaming,35400.0,141600.0,676.0200583790827,1
1956,235000.0,Meadowlands,Sunspire,1434.0,10316.0,sqft,5,Gleaming,47000.0,188000.0,897.5407554750532,0
1957,86000.0,GnomeBurough,Wolfsbane,484.0,1526.0,sqft,8,Common,17200.0,68800.0,328.4617232802322,1
1958,139500.0,Meadowlands,Stormhold,1145.0,9900.0,sqft,7,Common,27900.0,111600.0,532.7954697394464,1
1959,135000.0,Meadowlands,Shadowmere,1130.0,8172.0,sqft,6,Common,27000.0,108000.0,515.6085191026901,1
1960,205000.0,AetherIsles,Wyverncliff,1393.0,7500.0,sqft,5,Gleaming,41000.0,164000.0,782.9610845633443,0
1961,150000.0,Meadowlands,Emberfall,1246.0,9991.0,sqft,4,Common,30000.0,120000.0,572.8983545585446,1
1962,105000.0,Meadowlands,Shadowmere,967.0,9060.0,sqft,5,Common,21000.0,84000.0,401.02884819098114,1
1963,194500.0,Meadowlands,Brightforge,1341.0,9453.0,sqft,7,Gleaming,38900.0,155600.0,742.8581997442461,1
1964,183000.0,Meadowlands,Duskwood,1256.0,11184.0,sqft,5,Common,36600.0,146400.0,698.9359925614244,1
1965,136905.0,Meadowlands,Nighthaven,1292.0,11500.0,sqft,6,Common,27381.0,109524.0,522.8843282055836,1
1966,402000.0,Meadowlands,Glimmerwood,1883.0,46589.0,sqft,7,Gleaming,80400.0,321600.0,1535.3675902168993,0
1967,105000.0,Meadowlands,Dragonspire,757.0,7898.0,sqft,7,Common,21000.0,84000.0,401.02884819098114,1
1968,112000.0,Meadowlands,Emberfall,1463.0,8930.0,sqft,5,Common,22400.0,89600.0,427.76410473704664,1
1969,161500.0,Meadowlands,Duskwood,1064.0,8872.0,sqft,5,Common,32300.0,129200.0,616.8205617413663,1
1970,213500.0,Meadowlands,Riverbend,1029.0,4920.0,sqft,5,Gleaming,42700.0,170800.0,815.425324654995,0
1971,625000.0,Meadowlands,Glimmerwood,2789.0,35760.0,sqft,5,Gleaming,125000.0,500000.0,2387.076477327269,0
1972,220000.0,Meadowlands,Brightforge,1632.0,11492.0,sqft,5,Gleaming,44000.0,176000.0,840.2509200191988,0
1973,336820.0,AetherIsles,Wyverncliff,1284.0,15218.0,sqft,5,Gleaming,67364.0,269456.0,1286.4241585493933,0
1974,124500.0,Meadowlands,Crystalhollow,682.0,10447.0,sqft,6,Common,24900.0,99600.0,475.505634283592,1
1975,287602.0,Meadowlands,Duskwood,1786.0,12104.0,sqft,5,Gleaming,57520.4,230081.6,1098.4447504516436,0
1976,210400.0,AetherIsles,Wyverncliff,1026.0,9000.0,sqft,5,Gleaming,42080.0,168320.0,803.585425327452,0
1977,260116.0,Meadowlands,Silverglen,1655.0,16659.0,sqft,5,Gleaming,52023.200000000004,208092.8,993.4668559623357,0
1978,118000.0,Meadowlands,Shadowmere,1107.0,12108.0,sqft,4,Common,23600.0,94400.0,450.6800389193884,1
1979,141000.0,Meadowlands,Dragonspire,846.0,12493.0,sqft,5,Common,28200.0,112800.0,538.5244532850319,1
1980,115000.0,GnomeBurough,Petalbridge,790.0,8960.0,sqft,6,Common,23000.0,92000.0,439.2220718282175,1
1981,293200.0,Meadowlands,Sunspire,1232.0,10200.0,sqft,5,Gleaming,58640.0,234560.0,1119.8253170437683,0
1982,189500.0,Meadowlands,Duskwood,1236.0,10179.0,sqft,5,Common,37900.0,151600.0,723.761587925628,1
1983,135000.0,Meadowlands,Dragonspire,872.0,7000.0,sqft,7,Common,27000.0,108000.0,515.6085191026901,1
1984,197000.0,AetherIsles,Wyverncliff,959.0,3316.0,sqft,5,Gleaming,39400.0,157600.0,752.4065056535552,0
1985,233000.0,Meadowlands,Brightforge,1603.0,10142.0,sqft,5,Gleaming,46600.0,186400.0,889.9021107476059,0
1986,174900.0,Meadowlands,Dragonspire,896.0,9020.0,sqft,7,Common,34980.0,139920.0,667.999481415263,1
1987,236500.0,Meadowlands,Thornfield,664.0,26073.0,sqft,5,Common,47300.0,189200.0,903.2697390206386,0
1988,110000.0,Meadowlands,Dragonspire,594.0,7677.0,sqft,5,Common,22000.0,88000.0,420.1254600095994,1
1989,159500.0,Meadowlands,Dragonspire,1215.0,10032.0,sqft,5,Common,31900.0,127600.0,609.1819170139191,1
1990,147000.0,Meadowlands,Brightforge,879.0,7500.0,sqft,5,Gleaming,29400.0,117600.0,561.4403874673737,1
1991,192350.0,Meadowlands,Nighthaven,1040.0,10400.0,sqft,5,Common,38470.0,153880.0,734.6466566622404,1
1992,195000.0,Meadowlands,Windwhisper,1263.0,11500.0,sqft,6,Common,39000.0,156000.0,744.7678609261079,1
1993,145000.0,GnomeBurough,Stormwatch,1157.0,9144.0,sqft,5,Common,29000.0,116000.0,553.8017427399265,1
1994,98500.0,Meadowlands,Shadowmere,919.0,8741.0,sqft,6,Common,19700.0,78800.0,376.2032528267776,1
1995,157500.0,Meadowlands,Emberfall,843.0,13014.0,sqft,5,Common,31500.0,126000.0,601.5432722864717,1
1996,177900.0,Meadowlands,Duskwood,1064.0,14137.0,sqft,5,Gleaming,35580.0,142320.0,679.4574485064339,1
1997,215000.0,Meadowlands,Crystalhollow,1070.0,10000.0,sqft,5,Gleaming,43000.0,172000.0,821.1543082005807,0
1998,145000.0,Meadowlands,Brightforge,1024.0,7175.0,sqft,5,Gleaming,29000.0,116000.0,553.8017427399265,1
1999,424870.0,Meadowlands,Sunspire,2175.0,9965.0,sqft,5,Gleaming,84974.0,339896.0,1622.7154926752587,0
2000,230000.0,Meadowlands,Thornfield,1393.0,14115.0,sqft,7,Common,46000.0,184000.0,878.444143656435,0
2001,190000.0,Meadowlands,Dragonspire,1452.0,16492.0,sqft,6,Gleaming,38000.0,152000.0,725.6712491074898,1
2002,118964.0,Meadowlands,Brightforge,1180.0,7018.0,sqft,5,Common,23792.800000000003,95171.2,454.361865678018,1
2003,175000.0,Meadowlands,Brightforge,1336.0,8285.0,sqft,5,Gleaming,35000.0,140000.0,668.3814136516354,1
2004,148800.0,AetherIsles,Wyverncliff,847.0,5105.0,sqft,5,Gleaming,29760.0,119040.0,568.3151677220762,1
2005,305000.0,Meadowlands,Ravenstone,1739.0,12244.0,sqft,5,Gleaming,61000.0,244000.0,1164.8933209357074,0
2006,190000.0,Meadowlands,Nighthaven,1210.0,18800.0,sqft,5,Common,38000.0,152000.0,725.6712491074898,1
2007,173733.0,AetherIsles,Wyverncliff,941.0,3000.0,sqft,5,Gleaming,34746.6,138986.4,663.5423322167975,1
2008,201000.0,Meadowlands,Sunspire,1147.0,11166.0,sqft,5,Gleaming,40200.0,160800.0,767.6837951084497,0
2009,230000.0,AetherIsles,Wyverncliff,1147.0,8000.0,sqft,5,Gleaming,46000.0,184000.0,878.444143656435,0
2010,257500.0,Meadowlands,Thornfield,1640.0,10452.0,sqft,6,Gleaming,51500.0,206000.0,983.4755086588349,0
2011,158000.0,Meadowlands,Thornfield,1171.0,15600.0,sqft,7,Common,31600.0,126400.0,603.4529334683336,1
2012,159000.0,Meadowlands,Brightforge,856.0,13695.0,sqft,5,Common,31800.0,127200.0,607.2722558320572,1
2013,111500.0,GnomeBurough,Petalbridge,649.0,5633.0,sqft,7,Common,22300.0,89200.0,425.85444355518484,1
2014,157000.0,Meadowlands,Thornfield,1027.0,15750.0,sqft,5,Common,31400.0,125600.0,599.6336111046099,1
2015,142000.0,Meadowlands,Emberfall,701.0,6768.0,sqft,8,Common,28400.0,113600.0,542.3437756487555,1
2016,34900.0,GnomeBurough,Mystvale,553.0,7879.0,sqft,5,Common,6980.0,27920.0,133.2943504939547,1
2017,181000.0,Meadowlands,Nighthaven,1219.0,17043.0,sqft,5,Common,36200.0,144800.0,691.2973478339771,1
2018,335000.0,Meadowlands,Silverglen,1340.0,10367.0,sqft,5,Enchanting,67000.0,268000.0,1279.4729918474163,0
2019,243500.0,Meadowlands,Nighthaven,1919.0,10791.0,sqft,5,Common,48700.0,194800.0,930.004995566704,0
2020,171000.0,Meadowlands,Dragonspire,1319.0,9247.0,sqft,6,Common,34200.0,136800.0,653.1041241967409,1
2021,160000.0,Meadowlands,Crystalhollow,866.0,17400.0,sqft,5,Common,32000.0,128000.0,611.0915781957809,1
2022,85000.0,GnomeBurough,Mystvale,493.0,7030.0,sqft,6,Common,17000.0,68000.0,324.64240091650856,1
2023,230000.0,Meadowlands,Sunspire,1380.0,9742.0,sqft,5,Gleaming,46000.0,184000.0,878.444143656435,0
2024,144000.0,Meadowlands,Dragonspire,923.0,10400.0,sqft,5,Common,28800.0,115200.0,549.9824203762028,1
2025,119500.0,Meadowlands,Dragonspire,730.0,9758.0,sqft,5,Common,23900.0,95600.0,456.4090224649739,1
2026,224900.0,Meadowlands,Sunspire,1359.0,8158.0,sqft,5,Gleaming,44980.0,179920.0,858.9655996014445,0
2027,108000.0,Meadowlands,Shadowmere,993.0,5142.0,sqft,7,Common,21600.0,86400.0,412.48681528215207,1
2028,105000.0,GnomeBurough,Petalbridge,772.0,3960.0,sqft,8,Common,21000.0,84000.0,401.02884819098114,1
2029,181500.0,Meadowlands,Mossheart,970.0,9600.0,sqft,8,Common,36300.0,145200.0,693.2070090158389,1
2030,186500.0,Meadowlands,Sunspire,1111.0,9750.0,sqft,5,Gleaming,37300.0,149200.0,712.3036208344572,1
2031,68104.0,GnomeBurough,Mystvale,649.0,11067.0,sqft,4,Common,13620.800000000001,54483.2,260.1111302590341,1
2032,120000.0,Meadowlands,Emberfall,825.0,9981.0,sqft,5,Common,24000.0,96000.0,458.31868364683567,1
2033,394432.0,Meadowlands,Riverbend,1427.0,11393.9840677698,sqft,2,Gleaming,78886.40000000001,315545.6,1506.4629585682387,0
2034,222000.0,Meadowlands,Duskwood,1719.0,13006.0,sqft,5,Common,44400.0,177600.0,847.889564746646,0
2035,197000.0,Meadowlands,Sunspire,1468.0,8726.0,sqft,5,Gleaming,39400.0,157600.0,752.4065056535552,0
2036,184750.0,Meadowlands,Shadowmere,3596.0,40094.0,sqft,5,Enchanting,36950.0,147800.0,705.6198066979407,1
2037,131000.0,Meadowlands,Shadowmere,1319.0,11409.0,sqft,4,Common,26200.0,104800.0,500.3312296477957,1
2038,118858.0,Meadowlands,Brightforge,1180.0,7018.0,sqft,5,Common,23771.600000000002,95086.4,453.9570175074632,1
2039,135900.0,Meadowlands,Stormhold,1319.0,5687.0,sqft,6,Common,27180.0,108720.0,519.0459092300414,1
2040,213000.0,Meadowlands,Nighthaven,1279.0,12299.0,sqft,6,Common,42600.0,170400.0,813.5156634731333,0
2041,122000.0,GnomeBurough,Petalbridge,1453.0,10120.0,sqft,4,Modest,24400.0,97600.0,465.9573283742829,1
2042,110000.0,Meadowlands,Shadowmere,836.0,8308.0,sqft,6,Common,22000.0,88000.0,420.1254600095994,1
2043,160000.0,Meadowlands,Dragonspire,962.0,8800.0,sqft,6,Common,32000.0,128000.0,611.0915781957809,1
2044,122000.0,Meadowlands,Shadowmere,1063.0,15635.0,sqft,5,Common,24400.0,97600.0,465.9573283742829,1
2045,120000.0,GnomeBurough,Petalbridge,664.0,5400.0,sqft,6,Gleaming,24000.0,96000.0,458.31868364683567,1
2046,146000.0,AetherIsles,Wyverncliff,1070.0,3180.0,sqft,5,Gleaming,29200.0,116800.0,557.62106510365,1
2047,238500.0,AetherIsles,Wyverncliff,1113.0,7500.0,sqft,5,Gleaming,47700.0,190800.0,910.9083837480858,0
2048,184100.0,Meadowlands,Duskwood,1091.0,7750.0,sqft,5,Gleaming,36820.0,147280.0,703.1372471615203,1
2049,133000.0,Meadowlands,Duskwood,1144.0,47280.0,sqft,5,Common,26600.0,106400.0,507.96987437524285,1
2050,71000.0,GnomeBurough,Wolfsbane,839.0,1894.0,sqft,5,Common,14200.0,56800.0,271.17188782437773,1
2051,110500.0,GnomeBurough,Petalbridge,666.0,3880.0,sqft,9,Common,22100.0,88400.0,422.03512119146114,1
2052,132000.0,Meadowlands,Dragonspire,747.0,8000.0,sqft,6,Common,26400.0,105600.0,504.1505520115192,1
2053,160000.0,Meadowlands,Shadowmere,4339.0,63887.0,sqft,5,Enchanting,32000.0,128000.0,611.0915781957809,1
2054,93500.0,GnomeBurough,Petalbridge,959.0,5976.0,sqft,7,Common,18700.0,74800.0,357.10664100815944,1
2055,200825.0,AetherIsles,Wyverncliff,1319.0,8125.0,sqft,5,Gleaming,40165.0,160660.0,767.0154136947982,0
2056,108000.0,Meadowlands,Dragonspire,1028.0,8382.0,sqft,5,Common,21600.0,86400.0,412.48681528215207,1
2057,235000.0,AetherIsles,Wyverncliff,1393.0,8470.0,sqft,5,Gleaming,47000.0,188000.0,897.5407554750532,0
2058,162000.0,Meadowlands,Dragonspire,1027.0,9610.0,sqft,6,Common,32400.0,129600.0,618.7302229232281,1
2059,132500.0,Meadowlands,Sunspire,733.0,10780.0,sqft,5,Common,26500.0,106000.0,506.06021319338106,1
2060,320.0,Meadowlands,Silverglen,1730.0,0.1365,sqft,5,Gleaming,64.0,256.0,1.2221831563915617,1
2061,229800.0,Meadowlands,Sunspire,1443.0,11003.0,sqft,5,Gleaming,45960.0,183840.0,877.6802791836903,0
2062,152000.0,Meadowlands,Nighthaven,1246.0,10793.0,sqft,5,Common,30400.0,121600.0,580.5369992859919,1
2063,140000.0,Meadowlands,Sunspire,652.0,4435.0,sqft,5,Gleaming,28000.0,112000.0,534.7051309213083,1
2064,178900.0,Meadowlands,Nighthaven,1443.0,8000.0,sqft,6,Common,35780.0,143120.0,683.2767708701575,1
2065,163500.0,Meadowlands,Dragonspire,1274.0,12155.0,sqft,3,Common,32700.0,130800.0,624.4592064688136,1
2066,196000.0,Meadowlands,Crystalhollow,1205.0,9819.0,sqft,5,Common,39200.0,156800.0,748.5871832898317,1
2067,314813.0,Meadowlands,Silverglen,1406.0,11694.0,sqft,5,Enchanting,62962.600000000006,251850.4,1202.3723312909271,0
2068,207000.0,Meadowlands,Brightforge,1440.0,8883.0,sqft,5,Gleaming,41400.0,165600.0,790.5997292907915,0
2069,468000.0,AetherIsles,Wyverncliff,1915.0,11128.0,sqft,5,Enchanting,93600.0,374400.0,1787.442866222659,0
2070,161000.0,Meadowlands,Nighthaven,931.0,13068.0,sqft,5,Common,32200.0,128800.0,614.9109005595045,1
2071,148400.0,Meadowlands,Windwhisper,1307.0,1700.0,sqft,5,Gleaming,29680.0,118720.0,566.7874387765867,1
2072,300000.0,Meadowlands,Glimmerwood,1718.0,9545.0,sqft,5,Gleaming,60000.0,240000.0,1145.7967091170892,0
2073,187687.0,Meadowlands,Dreamweaver,958.0,3710.0,sqft,5,Gleaming,37537.4,150149.6,716.8371564801971,1
2074,106000.0,GnomeBurough,Petalbridge,650.0,10800.0,sqft,7,Common,21200.0,84800.0,404.84817055470484,1
2075,147000.0,Meadowlands,Sunspire,789.0,10970.0,sqft,6,Common,29400.0,117600.0,561.4403874673737,1
2076,90000.0,Meadowlands,Emberfall,996.0,10791.0,sqft,5,Common,18000.0,72000.0,343.7390127351268,1
2077,148000.0,Meadowlands,Dragonspire,831.0,12929.0,sqft,6,Common,29600.0,118400.0,565.2597098310973,1
2078,145000.0,Meadowlands,Nighthaven,664.0,11040.0,sqft,7,Gleaming,29000.0,116000.0,553.8017427399265,1
2079,230000.0,Meadowlands,Duskwood,1762.0,8738.0,sqft,5,Gleaming,46000.0,184000.0,878.444143656435,0
2080,119000.0,Meadowlands,Dragonspire,963.0,9600.0,sqft,5,Common,23800.0,95200.0,454.4993612831121,1
2081,214000.0,Meadowlands,Duskwood,1584.0,8755.0,sqft,5,Gleaming,42800.0,171200.0,817.334985836857,0
2082,161000.0,Meadowlands,Crystalhollow,1137.0,10544.0,sqft,5,Common,32200.0,128800.0,614.9109005595045,1
2083,200000.0,Meadowlands,Silverglen,1080.0,3242.0,sqft,5,Gleaming,40000.0,160000.0,763.8644727447262,0
2084,173000.0,Meadowlands,Silverglen,1080.0,3480.0,sqft,5,Gleaming,34600.0,138400.0,660.7427689241881,1
2085,180000.0,Meadowlands,Windwhisper,759.0,21453.0,sqft,5,Common,36000.0,144000.0,687.4780254702536,1
2086,290000.0,Meadowlands,Glimmerwood,1923.0,11929.0,sqft,7,Gleaming,58000.0,232000.0,1107.603485479853,0
2087,135000.0,Meadowlands,Stormhold,1523.0,7804.0,sqft,3,Common,27000.0,108000.0,515.6085191026901,1
2088,176500.0,AetherIsles,Wyverncliff,1154.0,2280.0,sqft,5,Common,35300.0,141200.0,674.1103971972208,1
2089,139500.0,Meadowlands,Crystalhollow,775.0,12518.0,sqft,7,Common,27900.0,111600.0,532.7954697394464,1
2090,212999.0,Meadowlands,Sunspire,1153.0,8760.0,sqft,5,Gleaming,42599.8,170399.2,813.5118441507695,0
2091,45000.0,GnomeBurough,Petalbridge,470.0,5925.0,sqft,4,Common,9000.0,36000.0,171.8695063675634,1
2092,333168.0,Meadowlands,Glimmerwood,1999.0,14774.0,sqft,5,Gleaming,66633.6,266534.4,1272.4759932770746,0
2093,240050.0,Meadowlands,Nighthaven,1854.0,8000.0,sqft,6,Common,48010.0,192040.0,916.8283334118573,0
2094,167500.0,GnomeBurough,Stormwatch,1553.0,11414.0,sqft,8,Common,33500.0,134000.0,639.7364959237082,1
2095,297900.0,AetherIsles,Wyverncliff,664.0,9428.0,sqft,5,Gleaming,59580.0,238320.0,1137.7761321532696,0
2096,330000.0,Meadowlands,Glimmerwood,1952.0,9044.0,sqft,5,Gleaming,66000.0,264000.0,1260.376380028798,0
2097,264132.0,AetherIsles,Wyverncliff,1158.0,14587.0,sqft,5,Gleaming,52826.4,211305.6,1008.80525457505,0
2098,142500.0,Meadowlands,Emberfall,687.0,13350.0,sqft,5,Common,28500.0,114000.0,544.2534368306174,1
2099,181000.0,Meadowlands,Dragonspire,1028.0,4060.0,sqft,5,Gleaming,36200.0,144800.0,691.2973478339771,1
2100,301000.0,Meadowlands,Brightforge,664.0,10380.0,sqft,5,Gleaming,60200.0,240800.0,1149.616031480813,0
2101,179000.0,Meadowlands,Shadowmere,923.0,10800.0,sqft,5,Common,35800.0,143200.0,683.65870310653,1
2102,146500.0,Meadowlands,Crystalhollow,1270.0,11836.0,sqft,5,Common,29300.0,117200.0,559.530726285512,1
2103,287090.0,AetherIsles,Wyverncliff,1213.0,9262.0,sqft,5,Gleaming,57418.0,229672.0,1096.489257401417,0
2104,169000.0,Meadowlands,Dragonspire,1382.0,11765.0,sqft,5,Common,33800.0,135200.0,645.4654794692935,1
2105,184900.0,Meadowlands,Brightforge,1219.0,7632.0,sqft,5,Gleaming,36980.0,147920.0,706.1927050524993,1
2106,159000.0,Meadowlands,Crystalhollow,1870.0,7700.0,sqft,2,Common,31800.0,127200.0,607.2722558320572,1
2107,82500.0,Meadowlands,Shadowmere,886.0,6845.0,sqft,5,Common,16500.0,66000.0,315.0940950071995,1
2108,145500.0,Meadowlands,Shadowmere,824.0,3675.0,sqft,5,Common,29100.0,116400.0,555.7114039217881,1
2109,139000.0,Meadowlands,Thornfield,961.0,5362.0,sqft,6,Common,27800.0,111200.0,530.8858085575847,1
2110,235000.0,Meadowlands,Windwhisper,963.0,13500.0,sqft,7,Common,47000.0,188000.0,897.5407554750532,0
2111,355000.0,Meadowlands,Riverbend,1923.0,13543.0,sqft,5,Gleaming,71000.0,284000.0,1355.8594391218887,0
2112,235000.0,Meadowlands,Nighthaven,1740.0,16659.0,sqft,7,Common,47000.0,188000.0,897.5407554750532,0
2113,153000.0,GnomeBurough,Stormwatch,1336.0,7010.0,sqft,5,Common,30600.0,122400.0,584.3563216497154,1
2114,265900.0,Meadowlands,Ravenstone,1141.0,9037.0,sqft,5,Gleaming,53180.0,212720.0,1015.5578165141133,0
2115,141000.0,Meadowlands,Shadowmere,1717.0,9555.0,sqft,6,Common,28200.0,112800.0,538.5244532850319,1
2116,359100.0,Meadowlands,Thornfield,2456.0,12168.0,sqft,6,Common,71820.0,287280.0,1371.5186608131557,0
2117,131000.0,Meadowlands,Crystalhollow,693.0,8885.0,sqft,5,Common,26200.0,104800.0,500.3312296477957,1
2118,188500.0,Meadowlands,Riverbend,1028.0,5950.0,sqft,5,Gleaming,37700.0,150800.0,719.9422655619044,1
2119,372397.0,Meadowlands,Silverglen,1378.0,13758.0,sqft,5,Enchanting,74479.40000000001,297917.6,1422.304190283589,0
2120,135000.0,Meadowlands,Dragonspire,1435.0,9482.0,sqft,4,Common,27000.0,108000.0,515.6085191026901,1
2121,116000.0,Meadowlands,Emberfall,664.0,8450.0,sqft,6,Common,23200.0,92800.0,443.0413941919412,1
2122,205950.0,AetherIsles,Wyverncliff,1280.0,8125.0,sqft,6,Gleaming,41190.0,164760.0,786.5894408088818,0
2123,124000.0,GnomeBurough,Wolfsbane,799.0,4224.0,sqft,6,Common,24800.0,99200.0,473.5959731017302,1
2124,334000.0,Meadowlands,Riverbend,1315.0,8118.0,sqft,5,Enchanting,66800.0,267200.0,1275.6536694836927,0
2125,284700.0,Meadowlands,Shadowmere,2938.0,47007.0,sqft,7,Common,56940.0,227760.0,1087.3610769521176,0
2126,81000.0,GnomeBurough,Wolfsbane,484.0,1890.0,sqft,7,Common,16200.0,64800.0,309.36511146161405,1
