DI,TradeValue,RealmType,Enclave,LivingQuarters,ParcelSize,ParcelSizeUnit,StructuralIntegrity,ExteriorCharm,Craftsmanship,EraConstructed,NeedsRestoration
1761,126000.0,Meadowlands,Dragonspire,664.0,8668.0,sqft,5,Common,5,1221,True
1762,143000.0,Meadowlands,Nighthaven,1021.0,9790.0,sqft,5,Common,6,1372,False
1763,93000.0,GnomeBurough,Petalbridge,1066.0,6000.0,sqft,4,Common,5,1361,False
1764,115000.0,Meadowlands,Stormhold,1260.0,10480.0,sqft,5,Common,6,1104,True
1765,255000.0,Meadowlands,Windwhisper,1863.0,12671.0,sqft,7,Common,6,1334,False
1766,138000.0,GnomeBurough,Stormwatch,879.0,7111.0,sqft,7,Gleaming,5,1169,False
1767,185000.0,Meadowlands,Duskwood,1314.0,14067.0,sqft,5,Common,6,1597,False
1768,143000.0,Meadowlands,Dragonspire,807.0,8510.0,sqft,7,Common,5,1353,False
1769,147500.0,Meadowlands,Shadowmere,966.0,9937.0,sqft,6,Gleaming,5,1299,True
1770,127500.0,Meadowlands,Cloudrest,822.0,4043.0,sqft,5,Common,6,1450,False
1771,144000.0,GnomeBurough,Petalbridge,1299.0,8850.0,sqft,6,Common,7,1038,True
1772,370000.0,Meadowlands,Silverglen,2069.0,16451.0,sqft,5,Gleaming,8,1730,False
1773,133500.0,Meadowlands,Emberfall,711.0,8638.0,sqft,6,Common,5,1394,False
1774,105000.0,GnomeBurough,Wolfsbane,759.0,1974.0,sqft,7,Common,4,1370,False
1775,124000.0,Meadowlands,Shadowmere,1238.0,18600.0,sqft,4,Common,3,1111,True
1776,153500.0,Meadowlands,Sunspire,788.0,8660.0,sqft,5,Common,5,1495,False
1777,252000.0,Meadowlands,Glimmerwood,1834.0,10790.0,sqft,5,Gleaming,7,1437,False
1778,120000.0,Meadowlands,Sunspire,676.0,9675.0,sqft,6,Common,5,1425,False
1779,205000.0,Meadowlands,Nighthaven,1510.0,10480.0,sqft,6,Common,7,1550,False
1780,132500.0,GnomeBurough,Stormwatch,985.0,6120.0,sqft,6,Common,5,1013,True
1781,150909.0,GnomeBurough,Mystvale,1406.0,9060.0,sqft,6,Common,5,1042,True
1782,125000.0,Meadowlands,Emberfall,1329.0,9100.0,sqft,5,Common,5,1203,True
1783,141000.0,Meadowlands,Dragonspire,1384.0,8000.0,sqft,4,Common,5,1299,True
1784,192140.0,Meadowlands,Duskwood,1413.0,21930.0,sqft,5,Gleaming,5,1695,False
1785,234000.0,Meadowlands,Thornfield,664.0,10918.0,sqft,9,Gleaming,7,1077,False
1786,128250.0,GnomeBurough,Stormwatch,1103.0,8674.0,sqft,6,Common,5,1220,True
1787,124500.0,GnomeBurough,Petalbridge,1507.0,7596.0,sqft,5,Common,5,1284,True
1788,187500.0,Meadowlands,Duskwood,1233.0,8702.0,sqft,5,Common,6,1434,False
1789,89500.0,GnomeBurough,Petalbridge,786.0,4480.0,sqft,5,Common,5,1182,True
1790,409900.0,Meadowlands,Silverglen,1938.0,23303.0,sqft,5,Gleaming,8,1707,False
1791,132250.0,Meadowlands,Crystalhollow,799.0,25286.0,sqft,5,Common,4,1395,False
1792,213000.0,Meadowlands,Brightforge,1365.0,9317.0,sqft,5,Gleaming,7,1552,False
1793,139400.0,GnomeBurough,Mystvale,852.0,7449.0,sqft,7,Common,7,1016,False
1794,169000.0,Meadowlands,Emberfall,1149.0,15410.0,sqft,6,Common,6,1291,True
1795,112000.0,Meadowlands,Shadowmere,1035.0,11767.0,sqft,7,Common,4,1122,False
1796,255000.0,AetherIsles,Wyverncliff,664.0,13501.0,sqft,5,Gleaming,8,1698,False
1797,127000.0,Meadowlands,Emberfall,799.0,6897.0,sqft,8,Common,5,1367,False
1798,130000.0,Meadowlands,Windwhisper,1039.0,6930.0,sqft,4,Common,5,1280,True
1799,265000.0,Meadowlands,Glimmerwood,1803.0,10208.0,sqft,5,Gleaming,7,1440,False
1800,270000.0,AetherIsles,Wyverncliff,1506.0,9000.0,sqft,5,Gleaming,8,1782,False
1801,306000.0,Meadowlands,Silverglen,1310.0,11478.0,sqft,5,Gleaming,8,1782,False
1802,124100.0,Meadowlands,Emberfall,784.0,9316.0,sqft,5,Common,5,1272,True
1803,110000.0,Meadowlands,Emberfall,753.0,9750.0,sqft,5,Common,5,1304,False
1804,129500.0,Meadowlands,Crystalhollow,664.0,7244.0,sqft,7,Common,5,1349,False
1805,168500.0,Meadowlands,Duskwood,1133.0,8530.0,sqft,5,Common,7,1449,False
1806,108500.0,Meadowlands,Stormhold,986.0,4484.0,sqft,6,Common,5,1100,True
1807,297000.0,Meadowlands,Sunspire,1321.0,10637.0,sqft,5,Gleaming,8,1633,False
1808,94750.0,Meadowlands,Shadowmere,738.0,10921.0,sqft,5,Common,4,1296,True
1809,178900.0,Meadowlands,Dragonspire,1161.0,9680.0,sqft,6,Common,5,1376,False
1810,145000.0,Meadowlands,Dragonspire,723.0,8604.0,sqft,7,Common,5,1426,False
1811,178000.0,Meadowlands,Duskwood,1087.0,9056.0,sqft,5,Gleaming,8,1769,False
1812,156500.0,GnomeBurough,Petalbridge,1089.0,9600.0,sqft,8,Common,6,1118,False
1813,195000.0,Meadowlands,Dreamweaver,1119.0,3940.0,sqft,5,Gleaming,7,1669,False
1814,236500.0,Meadowlands,Riverbend,1243.0,5389.0,sqft,5,Gleaming,8,1424,False
1815,117000.0,GnomeBurough,Petalbridge,640.0,5400.0,sqft,7,Common,5,1287,False
1816,159000.0,Meadowlands,Sunspire,742.0,11105.0,sqft,5,Common,5,1484,False
1817,46500.0,GnomeBurough,Petalbridge,313.0,7311.0,sqft,5,Common,2,1028,True
1818,106000.0,GnomeBurough,Starfall,759.0,1869.0,sqft,6,Common,6,1277,True
1819,168500.0,Meadowlands,Dragonspire,1038.0,9020.0,sqft,5,Common,6,1355,False
1820,137500.0,Meadowlands,Crystalhollow,683.0,12395.0,sqft,6,Common,5,1558,False
1821,178000.0,Meadowlands,Duskwood,1208.0,7837.0,sqft,7,Gleaming,6,1441,False
1822,156000.0,Meadowlands,Dragonspire,807.0,8092.0,sqft,8,Common,6,1316,False
1823,179500.0,Meadowlands,Stormhold,1686.0,8400.0,sqft,8,Common,5,1008,False
1824,173000.0,Meadowlands,Crystalhollow,1255.0,10457.0,sqft,7,Gleaming,5,1219,False
1825,173000.0,Meadowlands,Silverglen,1250.0,2268.0,sqft,5,Gleaming,7,1739,False
1826,165000.0,Meadowlands,Emberfall,1121.0,9535.0,sqft,5,Common,5,1374,False
1827,260000.0,Meadowlands,Shadowmere,1167.0,19550.0,sqft,7,Common,5,1145,False
1828,119000.0,GnomeBurough,Petalbridge,1138.0,5400.0,sqft,6,Modest,6,1060,True
1829,344133.0,Meadowlands,Silverglen,1733.0,12867.0,sqft,5,Gleaming,8,1792,False
1830,130000.0,Meadowlands,Shadowmere,1314.0,2522.0,sqft,5,Gleaming,7,1678,False
1831,109900.0,Meadowlands,Emberfall,695.0,7162.0,sqft,7,Common,5,1244,False
1832,165500.0,Meadowlands,Crystalhollow,853.0,9101.0,sqft,6,Common,5,1419,False
1833,157000.0,Meadowlands,Crystalhollow,1101.0,8286.0,sqft,7,Common,5,1465,False
1834,129000.0,GnomeBurough,Petalbridge,1126.0,9900.0,sqft,8,Gleaming,5,1013,False
1835,126000.0,Meadowlands,Emberfall,756.0,9308.0,sqft,5,Common,5,1247,True
1836,115000.0,GnomeBurough,Mystvale,1073.0,9000.0,sqft,6,Modest,5,1300,False
1837,110000.0,Meadowlands,Shadowmere,687.0,9450.0,sqft,5,Common,4,1218,True
1838,113000.0,Meadowlands,Nighthaven,664.0,9000.0,sqft,5,Common,6,1312,False
1839,309000.0,Meadowlands,Silverglen,1886.0,13418.0,sqft,5,Gleaming,8,1753,False
1840,281213.0,Meadowlands,Ravenstone,1909.0,12665.0,sqft,5,Gleaming,8,1605,False
1841,200000.0,Meadowlands,Sunspire,992.0,6762.0,sqft,5,Gleaming,7,1699,False
1842,55000.0,GnomeBurough,Mystvale,839.0,5600.0,sqft,5,Modest,4,1028,True
1843,115000.0,Meadowlands,Emberfall,684.0,8450.0,sqft,5,Common,5,1221,True
1844,197900.0,Meadowlands,Nighthaven,1488.0,12384.0,sqft,7,Common,7,1514,False
1845,171000.0,Meadowlands,Crystalhollow,1506.0,11070.0,sqft,5,Common,7,1476,False
1846,171000.0,Meadowlands,Nighthaven,1265.0,9600.0,sqft,6,Common,6,1345,False
1847,155000.0,Meadowlands,Emberfall,1386.0,13125.0,sqft,4,Common,5,1313,False
1848,210000.0,Meadowlands,Crystalhollow,1136.0,9928.0,sqft,5,Common,7,1459,False
1849,150000.0,GnomeBurough,Stormwatch,1545.0,6240.0,sqft,5,Common,7,1007,True
1850,128000.0,Meadowlands,Stormhold,1266.0,6858.0,sqft,4,Common,6,1084,True
1851,85400.0,GnomeBurough,Starfall,759.0,1680.0,sqft,5,Common,6,1248,True
1852,114500.0,GnomeBurough,Stormwatch,904.0,6240.0,sqft,6,Common,6,1047,True
1853,221500.0,AetherIsles,Wyverncliff,1226.0,8987.0,sqft,5,Gleaming,8,1782,False
1854,127500.0,Meadowlands,Dragonspire,664.0,9100.0,sqft,6,Common,6,1342,False
1855,156450.0,Meadowlands,Crystalhollow,712.0,9750.0,sqft,6,Common,6,1436,False
1856,309000.0,Meadowlands,Duskwood,1701.0,13751.0,sqft,5,Gleaming,7,1638,False
1857,98000.0,Meadowlands,Shadowmere,664.0,5604.0,sqft,6,Common,5,1108,True
1858,384500.0,Meadowlands,Glimmerwood,1962.0,12191.0,sqft,5,Gleaming,8,1547,False
1859,116000.0,Meadowlands,Dragonspire,678.0,11556.0,sqft,6,Common,5,1291,True
1860,133000.0,Meadowlands,Emberfall,664.0,7500.0,sqft,5,Common,5,1346,False
1861,153000.0,Meadowlands,Dragonspire,864.0,10152.0,sqft,6,Common,6,1366,False
1862,125200.0,Meadowlands,Shadowmere,843.0,6305.0,sqft,6,Common,6,1491,False
1863,162000.0,Meadowlands,Nighthaven,1073.0,12936.0,sqft,6,Common,6,1348,False
1864,154400.0,Meadowlands,Shadowmere,1260.0,9350.0,sqft,7,Common,6,1024,False
1865,186500.0,AetherIsles,Wyverncliff,664.0,8125.0,sqft,5,Gleaming,7,1710,False
1866,144500.0,Meadowlands,Sunspire,652.0,4438.0,sqft,5,Gleaming,6,1780,False
1867,249700.0,AetherIsles,Wyverncliff,1273.0,11096.0,sqft,5,Gleaming,8,1667,False
1868,222000.0,Meadowlands,Sunspire,1355.0,9930.0,sqft,5,Gleaming,7,1740,False
1869,147000.0,GnomeBurough,Petalbridge,863.0,12000.0,sqft,7,Common,5,1012,False
1870,186000.0,Meadowlands,Dragonspire,1009.0,11355.0,sqft,7,Common,7,1316,False
1871,139900.0,GnomeBurough,Petalbridge,1098.0,6451.0,sqft,7,Common,7,1064,False
1872,445000.0,Meadowlands,Silverglen,1886.0,15274.0,sqft,5,Gleaming,9,1621,False
1873,223500.0,Meadowlands,Sunspire,1373.0,11250.0,sqft,5,Gleaming,7,1678,False
1874,148000.0,Meadowlands,Emberfall,664.0,15312.0,sqft,5,Common,6,1319,False
1875,174000.0,Meadowlands,Nighthaven,987.0,10960.0,sqft,5,Common,6,1404,False
1876,148325.0,Meadowlands,Brightforge,945.0,7040.0,sqft,5,Common,5,1427,False
1877,349265.0,Meadowlands,Riverbend,1954.0,12328.0,sqft,5,Gleaming,8,1771,False
1878,178400.0,Meadowlands,Dragonspire,768.0,12122.0,sqft,9,Enchanting,7,1344,False
1879,138500.0,Meadowlands,Brightforge,1111.0,14235.0,sqft,8,Common,6,1066,False
1880,272000.0,Meadowlands,Sunspire,1231.0,11423.0,sqft,5,Gleaming,8,1729,False
1881,230000.0,Meadowlands,Sunspire,1272.0,8125.0,sqft,5,Gleaming,7,1680,False
1882,214000.0,AetherIsles,Wyverncliff,664.0,4379.0,sqft,5,Gleaming,8,1745,False
1883,155000.0,Meadowlands,Dragonspire,1414.0,7700.0,sqft,5,Common,6,1232,True
1884,220000.0,Meadowlands,Thornfield,1531.0,11275.0,sqft,7,Common,6,1002,False
1885,128600.0,Meadowlands,Dragonspire,1199.0,8078.0,sqft,5,Common,5,1384,False
1886,155000.0,Meadowlands,Dragonspire,1036.0,7590.0,sqft,5,Common,6,1317,False
1887,535000.0,Meadowlands,Riverbend,2075.0,16052.0,sqft,5,Enchanting,10,1721,False
1888,195500.0,Meadowlands,Duskwood,1226.0,10125.0,sqft,5,Gleaming,7,1735,False
1889,100000.0,GnomeBurough,Stormwatch,606.0,7446.0,sqft,5,Common,4,1111,True
1890,110000.0,Meadowlands,Dragonspire,1070.0,13560.0,sqft,3,Common,6,1365,False
1891,337000.0,Meadowlands,Glimmerwood,1819.0,9430.0,sqft,5,Gleaming,8,1510,False
1892,379000.0,Meadowlands,Silverglen,1793.0,12151.0,sqft,5,Gleaming,9,1698,False
1893,239000.0,AetherIsles,Wyverncliff,1499.0,7399.0,sqft,5,Gleaming,7,1480,False
1894,92000.0,Meadowlands,Shadowmere,664.0,7822.0,sqft,3,Common,6,1056,True
1895,128500.0,Meadowlands,Cloudrest,643.0,2104.0,sqft,6,Common,7,1423,False
1896,113722.0,Meadowlands,Brightforge,1163.0,7007.0,sqft,5,Common,5,1441,False
1897,109500.0,GnomeBurough,Petalbridge,609.0,9022.0,sqft,8,Gleaming,5,1046,False
1898,166000.0,AetherIsles,Wyverncliff,1172.0,2998.0,sqft,5,Gleaming,6,1722,False
1899,290000.0,AetherIsles,Wyverncliff,1276.0,10182.0,sqft,5,Gleaming,8,1726,False
1900,97000.0,GnomeBurough,Petalbridge,678.0,12702.0,sqft,5,Common,5,1299,True
1901,250000.0,Meadowlands,Glimmerwood,1690.0,14260.0,sqft,5,Gleaming,8,1693,False
1902,130500.0,Meadowlands,Crystalhollow,627.0,6600.0,sqft,9,Gleaming,5,1500,False
1903,79900.0,GnomeBurough,Petalbridge,921.0,5586.0,sqft,7,Common,6,1158,False
1904,200000.0,GnomeBurough,Petalbridge,1601.0,11426.0,sqft,5,Common,7,1733,False
1905,213750.0,Meadowlands,Verdantia,996.0,3840.0,sqft,6,Gleaming,8,1472,False
1906,180500.0,Meadowlands,Mossheart,1922.0,9600.0,sqft,5,Gleaming,8,1562,False
1907,272500.0,Meadowlands,Sunspire,1413.0,11422.0,sqft,5,Gleaming,8,1621,False
1908,156500.0,Meadowlands,Emberfall,1513.0,9662.0,sqft,4,Common,5,1496,False
1909,98300.0,Meadowlands,Dragonspire,806.0,7200.0,sqft,5,Common,5,1253,True
1910,151000.0,Meadowlands,Dragonspire,810.0,9750.0,sqft,8,Common,6,1256,False
1911,202500.0,Meadowlands,Nighthaven,1246.0,14145.0,sqft,7,Gleaming,7,1554,False
1912,126000.0,Meadowlands,Crystalhollow,1333.0,10125.0,sqft,5,Common,5,1496,False
1913,93000.0,GnomeBurough,Petalbridge,719.0,6000.0,sqft,4,Modest,4,1305,False
1914,143000.0,Meadowlands,Crystalhollow,1255.0,25000.0,sqft,4,Common,5,1274,True
1915,138500.0,Meadowlands,Dragonspire,698.0,12172.0,sqft,7,Common,5,1145,False
1916,146000.0,Meadowlands,Brightforge,903.0,13072.0,sqft,5,Common,6,1675,False
1917,122000.0,GnomeBurough,Petalbridge,1018.0,3068.0,sqft,8,Common,6,1153,False
1918,185900.0,Meadowlands,Dragonspire,1203.0,8800.0,sqft,7,Common,6,1384,False
1919,485000.0,Meadowlands,Silverglen,2415.0,13518.0,sqft,5,Enchanting,9,1760,False
1920,415000.0,Meadowlands,Shadowmere,2824.0,19800.0,sqft,8,Common,6,1144,False
1921,199500.0,Meadowlands,Thornfield,1237.0,12320.0,sqft,7,Common,7,1179,False
1922,116.5,GnomeBurough,Stormwatch,659.0,0.07207,sqft,7,Common,5,1361,False
1923,240000.0,Meadowlands,Riverbend,1136.0,7380.0,sqft,5,Common,8,1599,False
1924,79000.0,GnomeBurough,Petalbridge,1107.0,5000.0,sqft,4,Common,5,1054,True
1925,200000.0,Meadowlands,Stormhold,2611.0,10896.0,sqft,7,Modest,6,1086,False
1926,111000.0,GnomeBurough,Petalbridge,1046.0,4800.0,sqft,5,Common,5,1132,True
1927,190550.0,Meadowlands,Sunspire,1299.0,9543.0,sqft,5,Gleaming,7,1663,False
1928,300000.0,Meadowlands,Thornfield,1266.0,3842.0,sqft,5,Gleaming,8,1702,False
1929,113000.0,GnomeBurough,Starfall,936.0,1890.0,sqft,5,Common,6,1256,True
1930,126175.0,GnomeBurough,Petalbridge,894.0,5820.0,sqft,8,Common,3,1204,False
1931,274970.0,Meadowlands,Shadowmere,1693.0,19690.0,sqft,7,Gleaming,6,1343,False
1932,229456.0,AetherIsles,Wyverncliff,1010.0,8640.0,sqft,5,Gleaming,8,1675,False
1933,124000.0,Meadowlands,Dragonspire,826.0,7450.0,sqft,5,Common,5,1274,True
1934,188000.0,Meadowlands,Sunspire,1326.0,8924.0,sqft,5,Common,7,1546,False
1935,310013.0,AetherIsles,Wyverncliff,1446.0,12217.0,sqft,5,Gleaming,8,1764,False
1936,325000.0,Meadowlands,Silverglen,1270.0,13173.0,sqft,5,Gleaming,9,1662,False
1937,223000.0,AetherIsles,Wyverncliff,1376.0,10646.0,sqft,5,Common,7,1760,False
1938,159950.0,Meadowlands,Dragonspire,835.0,13400.0,sqft,5,Common,5,1371,False
1939,169000.0,GnomeBurough,Petalbridge,1549.0,9856.0,sqft,8,Gleaming,5,1045,False
1940,127000.0,Meadowlands,Dragonspire,711.0,8540.0,sqft,8,Common,5,1349,False
1941,117500.0,GnomeBurough,Petalbridge,664.0,9900.0,sqft,4,Common,6,959,True
1942,147110.0,AetherIsles,Wyverncliff,830.0,2403.0,sqft,5,Gleaming,7,1664,False
1943,145000.0,Meadowlands,Sunspire,652.0,4426.0,sqft,5,Gleaming,6,1634,False
1944,155000.0,Meadowlands,Dragonspire,867.0,8700.0,sqft,6,Common,5,1365,False
1945,135000.0,GnomeBurough,Petalbridge,1068.0,3378.0,sqft,8,Common,7,1074,False
1946,94000.0,Meadowlands,Dragonspire,673.0,7200.0,sqft,7,Common,5,1391,False
1947,136500.0,Meadowlands,Shadowmere,664.0,11100.0,sqft,6,Common,5,1233,True
1948,188000.0,Meadowlands,Verdantia,796.0,3640.0,sqft,5,Gleaming,8,1418,False
1949,611657.0,Meadowlands,Silverglen,1818.0,12919.0,sqft,5,Enchanting,9,1624,False
1950,129000.0,Meadowlands,Dragonspire,664.0,7200.0,sqft,8,Common,5,1296,False
1951,188500.0,Meadowlands,Duskwood,1101.0,7795.0,sqft,5,Gleaming,7,1624,False
1952,139000.0,Meadowlands,Dragonspire,732.0,7350.0,sqft,7,Common,5,1271,False
1953,116.0,Meadowlands,Shadowmere,961.0,0.08248,sqft,7,Common,5,1170,False
1954,269500.0,Meadowlands,Brightforge,2143.0,7976.0,sqft,5,Common,7,1797,False
1955,177000.0,AetherIsles,Wyverncliff,1209.0,2117.0,sqft,5,Gleaming,6,1790,False
1956,235000.0,Meadowlands,Sunspire,1434.0,10316.0,sqft,5,Gleaming,7,1676,False
1957,86000.0,GnomeBurough,Wolfsbane,484.0,1526.0,sqft,8,Common,4,1316,False
1958,139500.0,Meadowlands,Stormhold,1145.0,9900.0,sqft,7,Common,6,1132,False
1959,135000.0,Meadowlands,Shadowmere,1130.0,8172.0,sqft,6,Common,4,1354,False
1960,205000.0,AetherIsles,Wyverncliff,1393.0,7500.0,sqft,5,Gleaming,7,1671,False
1961,150000.0,Meadowlands,Emberfall,1246.0,9991.0,sqft,4,Common,4,1498,False
1962,105000.0,Meadowlands,Shadowmere,967.0,9060.0,sqft,5,Common,6,1105,True
1963,194500.0,Meadowlands,Brightforge,1341.0,9453.0,sqft,7,Gleaming,7,1521,False
1964,183000.0,Meadowlands,Duskwood,1256.0,11184.0,sqft,5,Common,6,1538,False
1965,136905.0,Meadowlands,Nighthaven,1292.0,11500.0,sqft,6,Common,5,1560,False
1966,402000.0,Meadowlands,Glimmerwood,1883.0,46589.0,sqft,7,Gleaming,8,1418,False
1967,105000.0,Meadowlands,Dragonspire,757.0,7898.0,sqft,7,Common,4,1193,False
1968,112000.0,Meadowlands,Emberfall,1463.0,8930.0,sqft,5,Common,6,1572,False
1969,161500.0,Meadowlands,Duskwood,1064.0,8872.0,sqft,5,Common,6,1598,False
1970,213500.0,Meadowlands,Riverbend,1029.0,4920.0,sqft,5,Gleaming,8,1707,False
1971,625000.0,Meadowlands,Glimmerwood,2789.0,35760.0,sqft,5,Gleaming,10,1429,False
1972,220000.0,Meadowlands,Brightforge,1632.0,11492.0,sqft,5,Gleaming,7,1413,False
1973,336820.0,AetherIsles,Wyverncliff,1284.0,15218.0,sqft,5,Gleaming,8,1771,False
1974,124500.0,Meadowlands,Crystalhollow,682.0,10447.0,sqft,6,Common,5,1446,False
1975,287602.0,Meadowlands,Duskwood,1786.0,12104.0,sqft,5,Gleaming,7,1670,False
1976,210400.0,AetherIsles,Wyverncliff,1026.0,9000.0,sqft,5,Gleaming,7,1791,False
1977,260116.0,Meadowlands,Silverglen,1655.0,16659.0,sqft,5,Gleaming,8,1762,False
1978,118000.0,Meadowlands,Shadowmere,1107.0,12108.0,sqft,4,Common,4,1221,True
1979,141000.0,Meadowlands,Dragonspire,846.0,12493.0,sqft,5,Common,4,1358,False
1980,115000.0,GnomeBurough,Petalbridge,790.0,8960.0,sqft,6,Common,5,1161,True
1981,293200.0,Meadowlands,Sunspire,1232.0,10200.0,sqft,5,Gleaming,8,1733,False
1982,189500.0,Meadowlands,Duskwood,1236.0,10179.0,sqft,5,Common,6,1482,False
1983,135000.0,Meadowlands,Dragonspire,872.0,7000.0,sqft,7,Common,5,1392,False
1984,197000.0,AetherIsles,Wyverncliff,959.0,3316.0,sqft,5,Gleaming,8,1656,False
1985,233000.0,Meadowlands,Brightforge,1603.0,10142.0,sqft,5,Gleaming,7,1602,False
1986,174900.0,Meadowlands,Dragonspire,896.0,9020.0,sqft,7,Common,6,1321,False
1987,236500.0,Meadowlands,Thornfield,664.0,26073.0,sqft,5,Common,5,1285,True
1988,110000.0,Meadowlands,Dragonspire,594.0,7677.0,sqft,5,Common,5,1372,False
1989,159500.0,Meadowlands,Dragonspire,1215.0,10032.0,sqft,5,Common,6,1291,True
1990,147000.0,Meadowlands,Brightforge,879.0,7500.0,sqft,5,Gleaming,7,1632,False
1991,192350.0,Meadowlands,Nighthaven,1040.0,10400.0,sqft,5,Common,6,1488,False
1992,195000.0,Meadowlands,Windwhisper,1263.0,11500.0,sqft,6,Common,6,1294,True
1993,145000.0,GnomeBurough,Stormwatch,1157.0,9144.0,sqft,5,Common,5,1140,True
1994,98500.0,Meadowlands,Shadowmere,919.0,8741.0,sqft,6,Common,5,1184,True
1995,157500.0,Meadowlands,Emberfall,843.0,13014.0,sqft,5,Common,6,1512,False
1996,177900.0,Meadowlands,Duskwood,1064.0,14137.0,sqft,5,Gleaming,5,1462,False
1997,215000.0,Meadowlands,Crystalhollow,1070.0,10000.0,sqft,5,Gleaming,5,1671,False
1998,145000.0,Meadowlands,Brightforge,1024.0,7175.0,sqft,5,Gleaming,6,1437,False
1999,424870.0,Meadowlands,Sunspire,2175.0,9965.0,sqft,5,Gleaming,8,1769,False
2000,230000.0,Meadowlands,Thornfield,1393.0,14115.0,sqft,7,Common,6,1391,False
2001,190000.0,Meadowlands,Dragonspire,1452.0,16492.0,sqft,6,Gleaming,6,1231,True
2002,118964.0,Meadowlands,Brightforge,1180.0,7018.0,sqft,5,Common,5,1419,False
2003,175000.0,Meadowlands,Brightforge,1336.0,8285.0,sqft,5,Gleaming,7,1455,False
2004,148800.0,AetherIsles,Wyverncliff,847.0,5105.0,sqft,5,Gleaming,7,1681,False
2005,305000.0,Meadowlands,Ravenstone,1739.0,12244.0,sqft,5,Gleaming,8,1703,False
2006,190000.0,Meadowlands,Nighthaven,1210.0,18800.0,sqft,5,Common,6,1411,False
2007,173733.0,AetherIsles,Wyverncliff,941.0,3000.0,sqft,5,Gleaming,6,1777,False
2008,201000.0,Meadowlands,Sunspire,1147.0,11166.0,sqft,5,Gleaming,7,1751,False
2009,230000.0,AetherIsles,Wyverncliff,1147.0,8000.0,sqft,5,Gleaming,7,1669,False
2010,257500.0,Meadowlands,Thornfield,1640.0,10452.0,sqft,6,Gleaming,7,1067,True
2011,158000.0,Meadowlands,Thornfield,1171.0,15600.0,sqft,7,Common,5,1093,False
2012,159000.0,Meadowlands,Brightforge,856.0,13695.0,sqft,5,Common,5,1712,False
2013,111500.0,GnomeBurough,Petalbridge,649.0,5633.0,sqft,7,Common,5,1019,False
2014,157000.0,Meadowlands,Thornfield,1027.0,15750.0,sqft,5,Common,5,1313,False
2015,142000.0,Meadowlands,Emberfall,701.0,6768.0,sqft,8,Common,6,1243,False
2016,34900.0,GnomeBurough,Mystvale,553.0,7879.0,sqft,5,Common,4,1130,True
2017,181000.0,Meadowlands,Nighthaven,1219.0,17043.0,sqft,5,Common,6,1465,False
2018,335000.0,Meadowlands,Silverglen,1340.0,10367.0,sqft,5,Enchanting,9,1709,False
2019,243500.0,Meadowlands,Nighthaven,1919.0,10791.0,sqft,5,Common,6,1416,False
2020,171000.0,Meadowlands,Dragonspire,1319.0,9247.0,sqft,6,Common,6,1278,True
2021,160000.0,Meadowlands,Crystalhollow,866.0,17400.0,sqft,5,Common,5,1447,False
2022,85000.0,GnomeBurough,Mystvale,493.0,7030.0,sqft,6,Common,4,1076,True
2023,230000.0,Meadowlands,Sunspire,1380.0,9742.0,sqft,5,Gleaming,8,1763,False
2024,144000.0,Meadowlands,Dragonspire,923.0,10400.0,sqft,5,Common,4,1276,True
2025,119500.0,Meadowlands,Dragonspire,730.0,9758.0,sqft,5,Common,5,1333,False
2026,224900.0,Meadowlands,Sunspire,1359.0,8158.0,sqft,5,Gleaming,7,1686,False
2027,108000.0,Meadowlands,Shadowmere,993.0,5142.0,sqft,7,Common,4,1050,False
2028,105000.0,GnomeBurough,Petalbridge,772.0,3960.0,sqft,8,Common,7,1112,False
2029,181500.0,Meadowlands,Mossheart,970.0,9600.0,sqft,8,Common,6,1584,False
2030,186500.0,Meadowlands,Sunspire,1111.0,9750.0,sqft,5,Gleaming,7,1763,False
2031,68104.0,GnomeBurough,Mystvale,649.0,11067.0,sqft,4,Common,2,1098,True
2032,120000.0,Meadowlands,Emberfall,825.0,9981.0,sqft,5,Common,5,1209,True
2033,394432.0,Meadowlands,Riverbend,1427.0,11393.9840677698,sqft,2,Gleaming,9,1714,False
2034,222000.0,Meadowlands,Duskwood,1719.0,13006.0,sqft,5,Common,7,1459,False
2035,197000.0,Meadowlands,Sunspire,1468.0,8726.0,sqft,5,Gleaming,7,1669,False
2036,184750.0,Meadowlands,Shadowmere,3596.0,40094.0,sqft,5,Enchanting,10,1689,False
2037,131000.0,Meadowlands,Shadowmere,1319.0,11409.0,sqft,4,Common,5,1173,True
2038,118858.0,Meadowlands,Brightforge,1180.0,7018.0,sqft,5,Common,5,1533,False
2039,135900.0,Meadowlands,Stormhold,1319.0,5687.0,sqft,6,Common,5,1177,True
2040,213000.0,Meadowlands,Nighthaven,1279.0,12299.0,sqft,6,Common,7,1537,False
2041,122000.0,GnomeBurough,Petalbridge,1453.0,10120.0,sqft,4,Modest,7,1141,True
2042,110000.0,Meadowlands,Shadowmere,836.0,8308.0,sqft,6,Common,4,1345,False
2043,160000.0,Meadowlands,Dragonspire,962.0,8800.0,sqft,6,Common,6,1211,True
2044,122000.0,Meadowlands,Shadowmere,1063.0,15635.0,sqft,5,Common,4,1366,False
2045,120000.0,GnomeBurough,Petalbridge,664.0,5400.0,sqft,6,Gleaming,7,1132,True
2046,146000.0,AetherIsles,Wyverncliff,1070.0,3180.0,sqft,5,Gleaming,7,1649,False
